sentiment,text
0.0,oh oh sory Mình nhìn nhầm  không phải  Tính ra chưa tới tr cho em này vẫn còn ổn chán
0.0,Dưới  triệu mà vậy _ là quá ngon rùi nhưng về VN chắc đội _ giá tí đấy
0.0,Việt _ Nam có chính hảng đó bạn Tgdđ có mà Năm rồi em mình bên Mỹ đi chơi thấy rẻ nên mua  mình chê mắc vì Việt _ Nam chưa đến tr Ra xem mới biết Việt _ Nam không cảm _ ứng Máy thằng gửi về màn cảm _ ứng Thế biết đúng giá làm trách nhầm ku em
0.0,Thì đấy ý _ muốn nói là có  cả  cái lap mà đòi viền mỏng cũng khó ít _ ra phải đợi một _ hai năm nữa
0.0,mình đã mua  con kiểu thế _ này Như đồ _ hàng_mã dùng có tháng đã hỏng bán sắt vụn
0.0,Mình thấy định _ hướng của các hãng sản _ xuất phần _ cứng cứ _ thế_nào ấy Vd như em stream   này tại _ sao không làm nhỏ mother board và mỏng thân máy hơn màn _ hình tất _ nhiên là màn chất _ lượng kém thì _ sao không làm mỏng màn _ hình viền mỏng khoảng cm các cổng kết _ nối nếu _ không làm ở  bên do mỏng thì làm ở gáy lưng lap cũng được Mình không hài _ lòng với các hãng sản _ xuất phần _ cứng bây _ giờ khi mà sản _ xuất  ông đòi bán  sợ còn không đến  sản _ xuất vì các mẫu màn _ hình dòng giá rẻ thì rẻ sẵn rồi mother board thì tự sản _ xuất có cpu là mua nhưng mua số _ lượng lớn thì cũng được intel bán rẻ còn os thì _ giờ MS đang muốn tăng thị _ phần win _  cũng gần _ như là cho không Nói _ chung là mấy ông này tham muốn vắt kiệt thiết _ kế và phần _ cứng đến khi nào không kiếm được nữa mới thôi
0.0,ổ _ cứng ít gì cũng rpm chứ mấy em e MMC truy _ xuất dữ _ liệu cực chậm ức _ chế lắm
0.0,Bạn nói thế không đúng vì đây là dòng văn _ phòng nên cấu _ hình máy sẽ không cao làm _ việc lâu _ dài chắc _ chắn vẫn gặp vấn _ đề lag giật độ trễ khi sử _ dụng hay load  program sẽ chậm hơn dòng cao _ cấp nhiều nên cái thiết _ kế mới là cái cần để người tiêu _ dùng lựa _ chọn còn cấu _ hình dòng này thì như nhau thôi Nói là có sự thoả _ thuận nhưng nếu ông làm ra sản _ phẩm mà không bán được thì cổ _ phiếu giảm là ông mất tiền nên là cái đấy chưa chắc đâu đối _ với mấy thằng tư _ bản thì nó cần tiền thôi nên nó mới vắt kiệt thiết _ kế này mấy năm nay mặc _ dù biết là thiết _ kế phải như macbook _  hoặc asus _ zenbook _ 
0.0,ssd mà bạn lại bảo cực chậm cùi nhất cũng nhanh hơn  mấy lần đấy
0.0,EMMC là loại khác http w howtogeek com  emmc vs ssd not all solid state storage is equal eMMC với SSD Not _ All _ Solid_State _ Storage is Equal _ Not all solid state storage is as nhanh as an SSD eMMC is the kind of flash storage you ll find in cheap tablets and laptops It s slower and cheaper than a traditional SSD you d find in more expensive computers howtogeek com
0.0,thấy có asus với lenovo máy tầm  chai
0.0,Mình không biết nữa Lúc đang win _  tính lên an thì báo lổi đầy bộ _ nhớ nên mình format Xong cũng dư hơn gb Up lên win _  an thì còn gb Thấy mất office thì cài lại thì còn hơn gb Xong không dám cài thêm gì nữa luôn
0.0,Thì bạn cư nhìn mấy cái điện_thoại xài cảm _ biến sony màn _ hình LG là hiểu mối quan _ hệ cộng _ sinh Chuyện bán được sản _ phẩm hay không được chỉ ả hưởng  phần nhẹ đối vơi hãng lớn thôi chừng nào tất _ cả đều không bán được giá cổ _ phiếu mới tác _ động nhiều
0.0,confirm là được mình lấy con Lenovo _  S cấu _ hình ngang nhưng với chơi tiêu_cực  fps low setting
0.0,Dòng laptop này là dòng netbook thì giá sẽ rẻ và đi _ đôi với cấu _ hình đủ lướt web youtube là vừa Tưởng _ tượng nó là  tablet hình _ dạng laptop thì  Gb có _ vẻ ổn Nhưng ở vai _ trò Laptop thì nó yếu hẳn càng không _ thể thay ssd
0.0,Viền dày quá Nếu có thêm khe ssd để nâng _ cấp thì sẽ hay hơn Nếu có bản màn full hd thì càng tốt
0.0,Chơi được bro nhé Công _ nghệ mới chip đồ _ hoạ tích _ hợp mới ngon hơn celeron thời những năm  nhiều thời _ gian ra game tiêu_cực Tính đến nay cũng hơn  đời celeron rồi phải chơi được low setting chứ Xem benchmark vẫn nhanh hơn HDD rpm nhất _ là tốc _ độ đọc Đang có  con stream _  tuy không được mỏng như con macbook _ air nhưng nó vẫn mỏng ngang _ ngửa ultrabook mỏng hơn laptop phổ _ thông Còn muốn thật mỏng nữa thì tăng _ giá thôi linh _ kiện vừa mỏng vừa tốt thì sẽ đắt tiền hơn mà
0.0,Con mới sử dung Celeron còn bèo hơn con cũ nữa Còn con cũ đây nè bạn
0.0,AMD đã chính _ thức bán dòng card màn _ hình Radeon _ RX _  vào hôm _ nay   Đây là dòng card thứ  sử _ dụng kiến _ trúc đồ _ hoạ Polaris_Tuy _ nhiên không như  dòng sản _ phẩm trước Radeon _ RX _  hướng đến phân khúc người dùng phổ _ thông_hiệu _ năng tối _ ưu cho các trò _ chơi thể _ thao điện _ tử eSport Tại _ Việt _ Nam bản custom của dòng card này sẽ có _ giá từ   triệu  GB so với giá  USD khoảng   triệu của bản tham _ chiếu mà AMD công _ bố Như đã công _ bố từ trước đó AMD _ Radeon _ RX _  là dòng card hướng đến các trò _ chơi thể _ thao điện _ tử vì _ vậy mục _ tiêu của hãng là đem lại trải _ nghiệm tốt nhất cho người chơi với chi _ phí thấp nhất Cụ _ thể hơn những trò _ chơi phổ _ biến mà AMD hướng đến đó là League of Lengends_Liên _ Minh _ Huyền _ Thoại_DOTA _  và Overwatch_Hiệu _ năng công _ bố của RX _  là   TFLOPS Bên _ cạnh đó Radeon _ RX _  cũng sẽ được tích _ hợp những tính _ năng đặc _ trưng của thế _ hệ card đồ _ hoạ mới như hỗ _ trợ DirectX _  Vulkan cũng _ như công _ nghệ FreeSync đồng _ bộ tốc _ độ dựng hình của card với tần _ số quét màn _ hình và Virtual _ Super _ Resolution dựng hình với độ _ phân _ giải cao hơn mặc _ định để khử răng _ cưa Điện _ năng tiêu _ thụ của RX _  là W vì _ vậy cũng không cần cấp nguồn phụ AMD _ Radeon _ RX _  hứa _ hẹn sẽ là một sự lựa _ chọn tốt cho các bạn thích chơi các trò online đối _ kháng như DOTA _  hay Liên _ Minh mà không muốn đầu _ tư số tiền quá lớn cho card Bên _ cạnh đó phòng game có _ lẽ cũng sẽ thích dòng card này Đối _ với các dòng card như RX _  và RX _  thường thì các hãng ở Việt _ Nam sẽ nhập thẳng dòng custom về bán Vì _ vậy dự _ kiến bạn sẽ khá khó tìm những bản tham _ chiếu giá rẻ như công _ bố của AMD Theo bảng báo _ giá của ASUS bản custom của RX _  sẽ có _ giá từ   triệu đồng  GB đến   triệu đồng  GB Những hãng khác tạm _ thời mình chưa có _ giá
0.0,Đây là giá cus Asuck chứ không phải cus nói _ chung Sapphire _ Dual _ Fan có tr bản GB
0.0,Bản ref m nên sapphire hay powercolor chắc _ chắn sát giá này thôi
0.0,Thật hay đùa vậy ông tr thì giá ngang  mà hơn   thì best _ choice rồi
0.0,Bản custom nên chắc ngang cơ gtx _  không nguồn phụ
0.0,chu dang noi ban nao the  hay  the ma chem vcl  thi chac giờ may con gtx _   ban chac duoc  trieu qua
0.0,ngang  vài game suýt _ soát  một _ vài game support vulkan tốt
0.0,cầu _ mong  gb tr trở _ lại em lắp dàn nét xài  năm không nâng _ cấp
0.0, sát giá  rồi hóng x đi
0.0,nói _ có _ sách _ mách _ có _ chứng hơn kha _ khá cơ _ mà cũng chỉ ngang tầm 
0.0,bản  gb hay gb khác _ nhau vram thôi mà chứ chả lẽ bọn custom nó làm tận bản gb thì _ phải mạnh hơn được hay _ sao Với video so _ sánh hay các bench hiện _ giờ toàn là gtx _  bản custom so với rx _  bản ref còn rx _  bản custom thì chắc cũng ngang cơ được gtx _  vì truyền __thống là thường được ép xung nhẹ khi xuất _ xưởng
0.0,games đéo gì thích VGA tận   củ ý ảo _ tưởng sức _ mạnh rồi
0.0,đại _ khái là mua rx _  hợp _ lí hơn  go
0.0,Dòng này ra phục _ vụ các quán Net này
0.0,Chắc _ chắn là hơn rồi kiến _ trúc mới mà
0.0,Chắc dớt GTX _  hay RX _  chứ  có _ vẻ hơi đuối nhưng cho game online thì rất tốt
0.0,mình nghĩ là nó chỉ ngang với  thôi nếu có _ thể thì chỉ nhỉnh hơn chút _ xíu thôi chứ không bằng  được
0.0,Con rx _  này so với R của asus thì thế _ nào mọi người Mình đang định mua con này thay r _  của mình thì nên không hay vẫn dùng cái cũ
0.0,Không nhầm thì cus  với  giá khá suýt nhau
0.0,Bằng giá và bằng hiệu _ năng nhưng nếu game tương _ lai phát _ triển trên vulkan dx _  nhiều thì chưa biết mèo nào mỉu nào
0.0,chắc so được với  không nguồn phụ
0.0,Bạn phải hiểu tương _ lai card gtx _  xx sẽ bị ngưng support và hỗ _ trợ hiệu _ năng trong khi thế _ hệ mới gtx _  xx và rx _  xx còn được buf nhiều và trông thế thôi chứ từ xưa đến nay nvidia làm mấy con gt cấp thấp khá kém chất _ lượng Tương _ thích thì vẫn tương _ thích nhưng thực _ tế nhìn vào hiệu _ năng amd cho các game dx _  với vulkan sẽ thấy hiệu _ năng được đẩy cao hơn kha _ khá trong khi nvidia thì game dx _  cũng _ như dx _  cũng tầm _ tầm vậy và có vulkan hay không cũng thế Nên nhớ rx _  fps vào game có _ thể ngang_bằng cả gtx _  trên các game có nền _ tảng support tốt cho amd Và cũng đừng quên dx _  chạy trên amd tốt như _ thế _ nào so với nvidia Còn truyền __thống chung của amd là sản_phẩm rất lâu cho các đời vga và thường sẽ tăng hiệu _ năng sau mỗi lần update rx _  hiện _ tại cũng mạnh hơn  sau khi update rồi đấy còn nvidia có trò dậm chân hiệu _ năng bóp card đời cũ Rồi sẽ đến thời _ điểm gtx _  chỉ mạnh bằng rx _  như đám gt _  thua hd _  tại thời _ điểm này vậy và rồi nvidia phải ra gt _  để mạnh bằng hd _  già tuổi cũ _ kỹ Rồi sẽ đến lúc gtx _  mạnh ngang rx _  và con gtx _   sẽ không đủ sức _ mạnh để so _ sánh với rx _  nữa
0.0,nói lại nhớ Nvidia mà ra  thì best choice nhỉ mà  có bị nghẽn với chip đời cũ không nhỉ
0.0,Bạn xem _ lại pic test game Doom trên nèn Vulkan _ Con RX _  kém cả  ti kìa bạn Thằng Microsoft nó ra nền Dx _  để đồng _ bộ tương _ thích toàn _ bộ Pc lẫn các hệ máy game của nó là Xbox mà những dòng máy Xbox đó toàn dùng VGA của AMD nên nó support tốt hơn cho AMD chứ Vulkan là OpenGL xưa kia chết _ yểu giờ tiến _ hoá với tên gọi hàm Vulkan api vậy nên Vulkan hoàn _ toàn tương _ thích tốt với Nvidia nhé có _ chăng dx _  ra _ mắt cùng win _  như đòn chơi _ xấu của Mic dành cho Nvidia vì nó tương _ thích tốt hơn với AMD Nhưng đến dòng Pascal có _ vẻ nó được cải _ thiện hơn trên dx _  rồi Mà nếu bạn chơi game offline nhiều thì thấy rất nhiều game gắn cái mác Nvidia vào nên mình nghĩ nó sẽ support tốt cho Nvidia thôi Như truyền __thống AMD gắn với giá _ thành hợp _ lý hiệu _ năng cao nhất _ là gần đây thêm được _ cái dx _  Dù có nhược _ điểm nhiệt _ độ cao và tốn điện nhưng nhiều người vẫn mua Nhưng nhìn những sản _ phẩm năm nay họ ra _ mắt thì không _ thể yêu _ thương nổi Giá không có gì nổi _ bật nhiệt vẫn cao như truyền __thống con rx _  dính phốt này bị người dùng kêu nhiều vẫn ăn điện AMD cố chạy _ đua ăn ít điện hơn nhưng lại dính lỗi ngốn quá nguồn so với quy _ định làm hỏng chân Pci e trên main có bài test con MSI rx _  gaming X trên TPU cho thấy nó ngốn tận W trong khi hiệu _ năng chỉ hơn bản REF vài Hiệu _ năng thì lại không giống như truyền __thống trước _ kia rx _  cũng kém gtx _  Con rx _  giá suýt rẻ thậm _ chí còn thua cả con gtx _  thế _ hệ cũ của Nvidia _ Nói_chung mấy con VGA của AMD ra _ mắt năm nay chả có gì đặc _ sắc thất _ bại toàn _ tập với Nvidia_Nếu bác nào có quan _ tâm tới cái dx _  rồi chờ _ đợi các game tương _ lai nó support trên dx _  thà đợi mấy con R  hoặc X giá rẻ chút mà xúc là hợp _ lí nhất
0.0,Cái này thì công _ nhận nhưng với  con rx _  với gtx _  ti thì mình chọn rx _  nhưng nếu là gtx _  với rx _  thì chọn gtx _  Không có ác _ cảm gì nhưng không có cảm _ tình lắm với card nvidia có _ giá m đổ xuống mấy con gt _  gt cảm _ thấy không ngon bằng r _  _  r  _  x
0.0,Nhiều thanh _ niên chém như thánh Đọc review cho kỹ cho nhiều vào rồi hãy chém nhé RX _  bản custom đa _ phần chỉ ngang với GTX _  thôi hơn ở một _ số game xài DirectX _  thua ở DirectX _  Bản thấp nhất chỉ nhỉn hơn GTX _  Ti chút _ đỉnh Muốn hơn GTX _  cỡ  thì chỉ có cỡ RX _  hay GTX _  bản custom trở _ lên mới làm được chuyện đó nhé Giá_RX _  lộ khá nhiều rồi hàng của Sapphire từ tr tới tr tuỳ bản Asus thì từ tr tới tr
0.0,Giờ còn rx _  và mấy con radeon _    hóng nốt nào sẽ có  con có _ giá dưới  nữa Hoặc mấy con APU zen cho net
0.0,Nó giá Gtx _  nên không ai dám ôm hàng
0.0,Rx dư chơi mấy game online nhẹ so ra thì hiện _ tại RX _  ngang với GTX _ 
0.0,Quan _ trọng là giá máy bác ơi nhân đây cho em hỏi giá  _ gtx  _ gtx và  _ ti hiện là bao _ nhiêu để so với thằng Asuck này
0.0,Review đây này hiệu _ năng tổng _ thể ở Full_HD card này cũng chỉ chơi được tầm đó lên cao hơn chắc lết là ngang với  bị  bỏ xa_tít _ tắp Mà đấy là bản OC của asus so với bản thường của  Con  này hiệu _ năng fail lòi  mạnh gấp   lần còn  mạnh gấp đôi  hơn  lần Thử so _ sánh p p nếu con  giá tầm tr thì còn thua cả mấy con  giá gấp đôi nhưng hiệu _ năng hơn gấp đôi https w techpowerup com reviews ASUS RX _  _ STRIX _ OC  html ASUS Radeon_RX  STRIX _ OC  GB Review_AMD s Radeon_RX  promises entry level gaming for the masses with pricing starting at  We are reviewing the ASUS _ RX  STRIX _ OC which comes with  GB instead of  GB and an additional  pin power connector at a  price point techpowerup com
0.0,Giá thì cũng có nhiều giá lắm mỗi hãng có mỗi giá khác _ nhau GTXTi từ   tr   tr GTX từ   tr   tr GTX _  từ   tr   tr
0.0,Vulkan là từ xác Mantle của AMD đi lên thì đương _ nhiên ít _ nhiều cũng ưu _ ái AMD hơn chứ bác thử check game doom bật vulkan async compute các kiểu xem vã vỡ mồm card nvidia
0.0,Điều_AMD muốn nhấn _ mạnh ở dòng Polaris này là hiệu _ năng trên giá _ thành với tình _ hình hiện _ tại hiệu _ năng thì cũng tạm so với mong _ đợi nhưng giá _ thành thì trên trời đâu không biết chứ VN là fail rồi
0.0,anh đang nói g hay  g thế _ mà có ngang thì chỉ ngang với gtx _  không nguồn phụ thôi
0.0,Bạn này nghĩ gì mà dám bảo NVIDIA _  thua AMD _ RX  _  vậy Kể _ cả trong tương _ lai khi AMD update drivers cho RX đi _ nữa thì mình cũng không nghĩ nó mạnh tương _ đương  được
0.0,Có _ vẻ là r _  _  x đổ xuống vẫn có chỗ _ đứng rx để thay máu dòng r _  cũ _ kỹ và tốn điện thôi Thôi mai ra xúc r _  _  x hay gtx _  luôn cho nhanh khỏi chờ đám còn lại
0.0,ti chơi tốt gta _  đấy
0.0,giá gốc có USD cho G và G là USD đôn giá thế
0.0,asus bg là em nào ý bác là em rx _  bg đó hả mà  em trên về điểm p p nhiệt _ độ toả ra khi cày game thì chênh _ lệch nhau ntn có nhiều không
0.0,Nhiệt toả như nhau hiệu _ năng ngang_bằng chỉ khác là giống như gtx _  xx rx _  còn được hỗ _ trợ nhiều năm nữa và hiệu _ năng sẽ tăng sau các bản cập _ nhật driver Còn gtx _  sẽ sớm ngưng support và hiệu _ năng dậm chân tại _ chỗ đến khi có gtx _  hoặc  card nào khác thế _ chân thì còn có khả _ năng bị bóp giảm hiệu _ năng nữa cơ
0.0,v đám RX sẽ còn được support lâu chờ dx _  thay _ thế các game dần thôi V
0.0, thanh GB sau _ này up lên  vì thực _ tại bây _ giờ game chạy đòi rất nhiều ram VGA thì góp lúa đợi bản  Gb thay cho  con trên đi chứ game đòi dx _  thật _ sự chạy khá nặng đòi phần _ cứng phải dạng nạc một _ chút cỡ GTX _  trở _ lên nhưng sẽ cho FPS ổn _ định Còn mấy cái vụ driver bóp dòng cũ thì chưa đúng lắm vì driver mới buff cho tech của dòng mới đâu thể đòi buff  công _ nghệ hỗ _ trợ dòng mới mà không tồn _ tại trên dòng cũ được đương _ nhiên lúc đó mấy bạn cảm _ thấy FPS nó tăng hiển _ nhiên là buf cho tech mới mà _ sao không tăng còn trên VGA cũ thì vẫn vậy do có tech đó đâu mà buff
0.0,sao lại nói game dx _  nặng được nhỉ nặng hay không do người _ làm game làm nhiều hiệu _ ứng hay không thôi chứ không phải những game chỉnh api dx _  cho fps cao hơn hẳn so với dx _  sao
0.0,tại nvidia dùng tuốt chung driver nên cảm _ tưởng thế thôi chứ như amd dòng nào dứt support là có bản driver cuối luôn rồi như driver crimson chỉ support hd _  xx r r rx thôi ấy còn card đổ về trước nó ngưng sản_phẩm luôn Nvidia cũng thế _ mà
0.0,Về dx _  hay dx _  minh cũng không quan _ tâm mấy vì mấy game mình chơi đa _ phần cũ cũ Game mà nặng quá không đủ thì _ thôi Mình cũng không ham _ hố có game này ra là phải chạy theo ngay nên rx _  or gtx _  là ổn với nhu _ cầu của mình rồi Đi làm cả ngày tối _ tối ngồi game giếc với bạn xíu cho vui thôi Vẫn đang nghe _ ngóng các bác để tháng  này ra quyết _ đinh chính _ thức Đồng _ tiền mình tự làm ra nên cân _ nhắc kĩ lắm lắm
0.0,e dạo này toàn tư _ vấn con r _  _  xả _ hàng tray của mai hoàng giá m bảo _ hành  năm còn r _  _  đợt trước mới ra bảo _ hành  năm toàn m theo quan _ điểm cá _ nhân con msi r _  _  giá m đang có p p tốt tại vn
0.0,E xin mạnh _ dạn vote rx _  vì sẽ còn được support nhiều năm nữa
